1.588228797912597656e+01,1.498611259460449219e+01,1.266884899139404297e+01,1.330710697174072266e+01,2.073630905151367188e+01,1.908781814575195312e+01,1.743052482604980469e+01,1.742475318908691406e+01,1.357659816741943359e+01,1.349185466766357422e+01,1.276853561401367188e+01,1.039762401580810547e+01,1.614437294006347656e+01,1.481801033020019531e+01,1.283502960205078125e+01,1.352983093261718750e+01
1.469806098937988281e+01,1.328477382659912109e+01,1.137836647033691406e+01,1.324470424652099609e+01,1.957943916320800781e+01,1.980012702941894531e+01,1.863333702087402344e+01,1.729835128784179688e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.479051971435546875e+01,1.359070205688476562e+01,1.123922157287597656e+01,1.330644989013671875e+01
1.265233516693115234e+01,1.406554985046386719e+01,1.294533538818359375e+01,1.387029647827148438e+01,1.858720397949218750e+01,1.967231369018554688e+01,1.875638198852539062e+01,1.762329101562500000e+01,1.270933055877685547e+01,1.223178291320800781e+01,1.152987098693847656e+01,1.169873428344726562e+01,1.269037914276123047e+01,1.386073589324951172e+01,1.275661849975585938e+01,1.379827785491943359e+01
1.495652770996093750e+01,1.513892745971679688e+01,1.164714050292968750e+01,1.361602115631103516e+01,1.980867195129394531e+01,2.069512176513671875e+01,1.836470603942871094e+01,1.747906684875488281e+01,1.469966411590576172e+01,1.424558162689208984e+01,1.311902523040771484e+01,1.269505977630615234e+01,1.527611255645751953e+01,1.504148483276367188e+01,1.248802661895751953e+01,1.370889282226562500e+01
1.457250785827636719e+01,1.483052062988281250e+01,1.154519176483154297e+01,1.288166809082031250e+01,1.945133972167968750e+01,2.074084091186523438e+01,1.894265174865722656e+01,1.775352859497070312e+01,1.482589340209960938e+01,1.424040794372558594e+01,1.170861434936523438e+01,1.224826049804687500e+01,1.438044548034667969e+01,1.508175945281982422e+01,1.203342914581298828e+01,1.282015800476074219e+01
1.533018684387207031e+01,1.484217357635498047e+01,1.349436283111572266e+01,1.302234172821044922e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289754009246826172e+01,1.276566696166992188e+01,1.231714057922363281e+01,1.063435935974121094e+01,1.544503116607666016e+01,1.489073848724365234e+01,1.363374233245849609e+01,1.314491558074951172e+01
1.722709465026855469e+01,1.583155059814453125e+01,1.579841899871826172e+01,1.489158916473388672e+01,2.006257247924804688e+01,1.800133132934570312e+01,1.759941673278808594e+01,1.610540580749511719e+01,2.028697013854980469e+01,1.956764602661132812e+01,1.789871215820312500e+01,1.557428073883056641e+01,1.609240722656250000e+01,1.470247459411621094e+01,1.474485683441162109e+01,1.514169788360595703e+01
1.423682117462158203e+01,1.292825984954833984e+01,1.280770301818847656e+01,1.347768306732177734e+01,1.620779228210449219e+01,1.664185905456542969e+01,1.528223705291748047e+01,1.620792198181152344e+01,1.374149036407470703e+01,1.433401393890380859e+01,1.335557842254638672e+01,1.304043006896972656e+01,1.409645366668701172e+01,1.324496269226074219e+01,1.414313411712646484e+01,1.409832572937011719e+01
1.254868602752685547e+01,1.305978107452392578e+01,1.382909488677978516e+01,1.336503410339355469e+01,1.792391967773437500e+01,1.545123481750488281e+01,1.553043270111083984e+01,1.646724128723144531e+01,1.528044605255126953e+01,1.470171356201171875e+01,1.295222759246826172e+01,1.222494983673095703e+01,1.255839157104492188e+01,1.344802379608154297e+01,1.463421630859375000e+01,1.460433006286621094e+01
1.426095867156982422e+01,1.315564727783203125e+01,1.294046878814697266e+01,1.394418621063232422e+01,1.523384475708007812e+01,1.601899147033691406e+01,1.462102317810058594e+01,1.600688362121582031e+01,1.609070587158203125e+01,1.525971698760986328e+01,1.322873497009277344e+01,1.242112445831298828e+01,1.348856830596923828e+01,1.377650260925292969e+01,1.203445625305175781e+01,1.473763084411621094e+01
1.584314155578613281e+01,1.430593395233154297e+01,1.313834095001220703e+01,1.421197032928466797e+01,1.366297054290771484e+01,1.523824691772460938e+01,1.461407661437988281e+01,1.624805831909179688e+01,1.178231906890869141e+01,1.317456436157226562e+01,1.212642478942871094e+01,1.212264347076416016e+01,1.581795787811279297e+01,1.472998619079589844e+01,1.305682277679443359e+01,1.458775520324707031e+01
1.770641708374023438e+01,1.669554901123046875e+01,1.513879680633544922e+01,1.376555156707763672e+01,2.068825340270996094e+01,1.813190078735351562e+01,1.663569450378417969e+01,1.575033187866210938e+01,1.305082511901855469e+01,1.154277706146240234e+01,1.109257888793945312e+01,1.083374786376953125e+01,1.741593170166015625e+01,1.656272697448730469e+01,1.484683704376220703e+01,1.357039642333984375e+01
1.489704895019531250e+01,1.442844486236572266e+01,1.275398254394531250e+01,1.284117317199707031e+01,1.871844863891601562e+01,1.633808708190917969e+01,1.541639232635498047e+01,1.637990951538085938e+01,1.380138397216796875e+01,1.227920436859130859e+01,1.191607952117919922e+01,1.158859634399414062e+01,1.540171146392822266e+01,1.439748954772949219e+01,1.279034709930419922e+01,1.318172264099121094e+01
1.001674175262451172e+01,1.266580867767333984e+01,1.220045089721679688e+01,1.272817516326904297e+01,1.699078178405761719e+01,1.633118438720703125e+01,1.387216567993164062e+01,1.694027519226074219e+01,1.193201732635498047e+01,1.133804798126220703e+01,1.052663993835449219e+01,1.093413734436035156e+01,9.426669120788574219e+00,1.256183147430419922e+01,1.081857585906982422e+01,1.301390075683593750e+01
1.379276084899902344e+01,1.233769130706787109e+01,1.207642555236816406e+01,1.258624744415283203e+01,1.464639663696289062e+01,1.615601730346679688e+01,1.513341617584228516e+01,1.666667938232421875e+01,1.321463012695312500e+01,1.364780616760253906e+01,1.286870574951171875e+01,1.206319713592529297e+01,1.351449394226074219e+01,1.240916442871093750e+01,1.185970687866210938e+01,1.252570152282714844e+01
1.758162689208984375e+01,1.631875419616699219e+01,1.565719413757324219e+01,1.445005512237548828e+01,1.792790031433105469e+01,1.896002960205078125e+01,1.662357139587402344e+01,1.685173416137695312e+01,2.010503005981445312e+01,1.973638916015625000e+01,1.859530067443847656e+01,1.616061782836914062e+01,1.701328277587890625e+01,1.645768547058105469e+01,1.557753753662109375e+01,1.486816215515136719e+01
1.484962940216064453e+01,1.443467521667480469e+01,1.345284080505371094e+01,1.465168094635009766e+01,1.715420722961425781e+01,1.524311923980712891e+01,1.624538803100585938e+01,1.705432701110839844e+01,1.332015323638916016e+01,1.371041774749755859e+01,1.350466346740722656e+01,1.316402435302734375e+01,1.496687412261962891e+01,1.423824787139892578e+01,1.397933959960937500e+01,1.505812072753906250e+01
1.829186439514160156e+01,1.695332145690917969e+01,1.468656921386718750e+01,1.395242691040039062e+01,1.539858913421630859e+01,1.598467636108398438e+01,1.580224704742431641e+01,1.689260101318359375e+01,1.328423213958740234e+01,1.194360256195068359e+01,1.301596832275390625e+01,1.289761543273925781e+01,1.838987350463867188e+01,1.695371246337890625e+01,1.419264888763427734e+01,1.508892250061035156e+01
1.550375652313232422e+01,1.237322998046875000e+01,1.240368270874023438e+01,1.379838085174560547e+01,1.584836006164550781e+01,1.707145500183105469e+01,1.639056015014648438e+01,1.680870628356933594e+01,1.416907882690429688e+01,1.356793212890625000e+01,1.364538002014160156e+01,1.307238674163818359e+01,1.548063755035400391e+01,1.397696399688720703e+01,1.271410560607910156e+01,1.482018184661865234e+01
1.150865364074707031e+01,1.209796428680419922e+01,1.285876178741455078e+01,1.367261028289794922e+01,1.736230468750000000e+01,1.503209114074707031e+01,1.539816761016845703e+01,1.678526878356933594e+01,1.575467014312744141e+01,1.401464080810546875e+01,1.201243114471435547e+01,1.399498081207275391e+01,1.251498603820800781e+01,1.094748783111572266e+01,1.291627979278564453e+01,1.445727157592773438e+01
1.398969650268554688e+01,1.274448490142822266e+01,1.238614654541015625e+01,1.334419918060302734e+01,1.862137985229492188e+01,1.770740318298339844e+01,1.422492122650146484e+01,1.693817710876464844e+01,1.574969196319580078e+01,1.437834262847900391e+01,1.183000278472900391e+01,1.370680427551269531e+01,1.430015373229980469e+01,1.336984539031982422e+01,1.251709747314453125e+01,1.381912136077880859e+01
1.444809722900390625e+01,1.380209445953369141e+01,1.314596843719482422e+01,1.344140529632568359e+01,1.361181354522705078e+01,1.536618137359619141e+01,1.657018089294433594e+01,1.634017944335937500e+01,1.325169944763183594e+01,1.368281269073486328e+01,1.319615459442138672e+01,1.330038642883300781e+01,1.454270362854003906e+01,1.382327651977539062e+01,1.335705757141113281e+01,1.395189380645751953e+01
1.458822154998779297e+01,1.490347957611083984e+01,1.402074241638183594e+01,1.351632404327392578e+01,1.630846977233886719e+01,1.821644020080566406e+01,1.389776515960693359e+01,1.710228919982910156e+01,1.472744750976562500e+01,1.386168193817138672e+01,1.385364913940429688e+01,1.443109703063964844e+01,1.494079685211181641e+01,1.491604137420654297e+01,1.395619773864746094e+01,1.393876934051513672e+01
1.610898780822753906e+01,1.576480484008789062e+01,1.417017650604248047e+01,1.390485954284667969e+01,1.872245407104492188e+01,1.833732414245605469e+01,1.725632095336914062e+01,1.663442802429199219e+01,1.517192745208740234e+01,1.401699542999267578e+01,1.348903465270996094e+01,1.346410942077636719e+01,1.552303409576416016e+01,1.604541397094726562e+01,1.425241184234619141e+01,1.382772254943847656e+01
1.558495807647705078e+01,1.585463809967041016e+01,1.397661781311035156e+01,1.290025329589843750e+01,1.956961822509765625e+01,1.728389167785644531e+01,1.667224121093750000e+01,1.636810111999511719e+01,1.313541507720947266e+01,1.201173496246337891e+01,1.255504989624023438e+01,1.144272232055664062e+01,1.571259689331054688e+01,1.611254501342773438e+01,1.387708282470703125e+01,1.300308704376220703e+01
1.490462779998779297e+01,1.428180789947509766e+01,1.334083271026611328e+01,1.308220386505126953e+01,1.742576408386230469e+01,1.527842807769775391e+01,1.395780849456787109e+01,1.608899497985839844e+01,1.283813381195068359e+01,1.209014129638671875e+01,1.122721099853515625e+01,1.181828689575195312e+01,1.512803745269775391e+01,1.478303146362304688e+01,1.373897743225097656e+01,1.324459075927734375e+01
1.396500587463378906e+01,1.163649559020996094e+01,1.130487060546875000e+01,1.191482353210449219e+01,1.515460968017578125e+01,1.594117069244384766e+01,1.562530899047851562e+01,1.654388236999511719e+01,1.525850009918212891e+01,1.431172752380371094e+01,1.506371402740478516e+01,1.482446956634521484e+01,1.349137496948242188e+01,1.191089916229248047e+01,1.237684345245361328e+01,1.227157020568847656e+01
1.462650680541992188e+01,1.513041591644287109e+01,1.474003314971923828e+01,1.267530536651611328e+01,1.729637718200683594e+01,1.742039299011230469e+01,1.468496227264404297e+01,1.655401039123535156e+01,1.706503105163574219e+01,1.629997444152832031e+01,1.421077251434326172e+01,1.406195831298828125e+01,1.472590637207031250e+01,1.552418518066406250e+01,1.487707996368408203e+01,1.283543205261230469e+01
1.462915325164794922e+01,1.403888511657714844e+01,1.174925518035888672e+01,1.216655540466308594e+01,1.569571685791015625e+01,1.649324226379394531e+01,1.458111763000488281e+01,1.641501998901367188e+01,1.366420078277587891e+01,1.408971691131591797e+01,1.293057250976562500e+01,1.250492954254150391e+01,1.476817035675048828e+01,1.414018344879150391e+01,1.217504310607910156e+01,1.209411716461181641e+01
1.703813743591308594e+01,1.480267524719238281e+01,1.292307281494140625e+01,1.320995903015136719e+01,1.857837486267089844e+01,1.583988475799560547e+01,1.655007934570312500e+01,1.688028717041015625e+01,1.598807716369628906e+01,1.349186038970947266e+01,1.375239849090576172e+01,1.387924957275390625e+01,1.736584854125976562e+01,1.531948852539062500e+01,1.324644947052001953e+01,1.333171558380126953e+01
1.271798706054687500e+01,1.204819679260253906e+01,1.154114437103271484e+01,1.194249248504638672e+01,1.612409019470214844e+01,1.604574012756347656e+01,1.490541172027587891e+01,1.672255516052246094e+01,1.426721858978271484e+01,1.447172927856445312e+01,1.251455783843994141e+01,1.405753135681152344e+01,1.281050968170166016e+01,1.162036228179931641e+01,1.195042514801025391e+01,1.216249561309814453e+01
1.820331382751464844e+01,1.635619544982910156e+01,1.536488246917724609e+01,1.534341907501220703e+01,1.970901298522949219e+01,1.872420120239257812e+01,1.702031517028808594e+01,1.703023529052734375e+01,1.968270683288574219e+01,1.905236434936523438e+01,1.811327743530273438e+01,1.586321830749511719e+01,1.785552787780761719e+01,1.644958496093750000e+01,1.569338035583496094e+01,1.574145793914794922e+01
1.523653125762939453e+01,1.509444808959960938e+01,1.484786033630371094e+01,1.445138263702392578e+01,1.652976226806640625e+01,1.747282028198242188e+01,1.393829345703125000e+01,1.715749549865722656e+01,1.492399883270263672e+01,1.564709758758544922e+01,1.217263126373291016e+01,1.432263565063476562e+01,1.572950649261474609e+01,1.495146465301513672e+01,1.408334159851074219e+01,1.488144493103027344e+01
1.732255363464355469e+01,1.763507652282714844e+01,1.546823120117187500e+01,1.425405979156494141e+01,1.674377250671386719e+01,1.445276737213134766e+01,1.643874359130859375e+01,1.727139091491699219e+01,1.535003089904785156e+01,1.302602386474609375e+01,1.396003723144531250e+01,1.359713935852050781e+01,1.735044860839843750e+01,1.775014495849609375e+01,1.548651885986328125e+01,1.508147335052490234e+01
1.473965644836425781e+01,1.476242160797119141e+01,1.268168926239013672e+01,1.365353488922119141e+01,1.651211166381835938e+01,1.602859497070312500e+01,1.652450752258300781e+01,1.728745841979980469e+01,1.566178131103515625e+01,1.376361465454101562e+01,1.451090335845947266e+01,1.461212253570556641e+01,1.493695068359375000e+01,1.461653900146484375e+01,1.325905323028564453e+01,1.430434703826904297e+01
1.625207901000976562e+01,1.483744144439697266e+01,1.350749874114990234e+01,1.332619380950927734e+01,1.690734481811523438e+01,1.609914398193359375e+01,1.652864074707031250e+01,1.700344657897949219e+01,1.595458316802978516e+01,1.450005245208740234e+01,1.472038078308105469e+01,1.409456443786621094e+01,1.633711051940917969e+01,1.491244697570800781e+01,1.330786800384521484e+01,1.412753868103027344e+01
1.516638088226318359e+01,1.406138610839843750e+01,1.231761169433593750e+01,1.294581604003906250e+01,1.652213287353515625e+01,1.637448692321777344e+01,1.565212440490722656e+01,1.694114303588867188e+01,1.554909610748291016e+01,1.480790042877197266e+01,1.377122688293457031e+01,1.449854373931884766e+01,1.536676216125488281e+01,1.412230110168457031e+01,1.280002784729003906e+01,1.364207649230957031e+01
1.566850280761718750e+01,1.392132854461669922e+01,1.211292648315429688e+01,1.319017314910888672e+01,1.750793266296386719e+01,1.550476074218750000e+01,1.579249668121337891e+01,1.725954437255859375e+01,1.585328769683837891e+01,1.452850151062011719e+01,1.278315544128417969e+01,1.419221496582031250e+01,1.562649822235107422e+01,1.407443523406982422e+01,1.289650726318359375e+01,1.315693759918212891e+01
1.689117050170898438e+01,1.559630489349365234e+01,1.294246482849121094e+01,1.398893547058105469e+01,1.702722930908203125e+01,1.568708992004394531e+01,1.435219573974609375e+01,1.739863204956054688e+01,1.508485221862792969e+01,1.400482177734375000e+01,1.110267639160156250e+01,1.389078044891357422e+01,1.707617950439453125e+01,1.579214286804199219e+01,1.317856693267822266e+01,1.388729953765869141e+01
1.258322429656982422e+01,1.495496940612792969e+01,1.442098426818847656e+01,1.325602436065673828e+01,1.625281143188476562e+01,1.464283370971679688e+01,1.617951583862304688e+01,1.670298194885253906e+01,1.380092811584472656e+01,1.420622253417968750e+01,1.392717647552490234e+01,1.367740345001220703e+01,1.260329055786132812e+01,1.524864768981933594e+01,1.454428005218505859e+01,1.399139022827148438e+01
1.706192016601562500e+01,1.420323371887207031e+01,1.354580497741699219e+01,1.354417133331298828e+01,1.713929939270019531e+01,1.490136337280273438e+01,1.539411830902099609e+01,1.719743347167968750e+01,1.456380176544189453e+01,1.471365737915039062e+01,1.364955234527587891e+01,1.500172805786132812e+01,1.715835380554199219e+01,1.467480278015136719e+01,1.320719909667968750e+01,1.426573944091796875e+01
1.679201316833496094e+01,1.506668090820312500e+01,1.336918735504150391e+01,1.285757255554199219e+01,1.760210418701171875e+01,1.650764465332031250e+01,1.472007179260253906e+01,1.618148803710937500e+01,1.441550064086914062e+01,1.399238395690917969e+01,1.285762691497802734e+01,1.316055965423583984e+01,1.689797973632812500e+01,1.526046752929687500e+01,1.340934181213378906e+01,1.369569206237792969e+01
1.620133209228515625e+01,1.583691787719726562e+01,1.263157463073730469e+01,1.344587421417236328e+01,1.713544654846191406e+01,1.415308666229248047e+01,1.591999149322509766e+01,1.595135498046875000e+01,1.571326828002929688e+01,1.251693725585937500e+01,1.443073368072509766e+01,1.312088489532470703e+01,1.630232048034667969e+01,1.604219818115234375e+01,1.258761024475097656e+01,1.332990264892578125e+01
1.718569946289062500e+01,1.589940071105957031e+01,1.485163307189941406e+01,1.297758674621582031e+01,1.762594032287597656e+01,1.461449050903320312e+01,1.244234371185302734e+01,1.479935169219970703e+01,1.704454421997070312e+01,1.456243038177490234e+01,1.375611400604248047e+01,1.368055629730224609e+01,1.708725929260253906e+01,1.594049739837646484e+01,1.496063327789306641e+01,1.298651218414306641e+01
1.786874961853027344e+01,1.670389175415039062e+01,1.427646923065185547e+01,1.325983524322509766e+01,1.420521545410156250e+01,1.565845775604248047e+01,1.454850673675537109e+01,1.523511409759521484e+01,1.438741302490234375e+01,1.499618339538574219e+01,1.442622470855712891e+01,1.418717670440673828e+01,1.802457427978515625e+01,1.681489181518554688e+01,1.446361541748046875e+01,1.334468936920166016e+01
1.344035053253173828e+01,1.274791049957275391e+01,1.220101642608642578e+01,1.130150032043457031e+01,1.578463268280029297e+01,1.356015968322753906e+01,1.514260864257812500e+01,1.566189670562744141e+01,1.615139961242675781e+01,1.336923217773437500e+01,1.479877090454101562e+01,1.514040565490722656e+01,1.308306884765625000e+01,1.238288116455078125e+01,1.178750419616699219e+01,1.153726387023925781e+01
1.351647758483886719e+01,1.165571784973144531e+01,1.036360263824462891e+01,1.136926269531250000e+01,1.524564743041992188e+01,1.510914421081542969e+01,1.451011180877685547e+01,1.568797302246093750e+01,1.621293258666992188e+01,1.577554130554199219e+01,1.409606075286865234e+01,1.491709804534912109e+01,1.297173309326171875e+01,1.171341419219970703e+01,1.107547187805175781e+01,1.181171417236328125e+01
1.126128482818603516e+01,1.062629985809326172e+01,1.088340377807617188e+01,1.111211967468261719e+01,1.573528480529785156e+01,1.471429729461669922e+01,1.532500743865966797e+01,1.509033966064453125e+01,1.662435913085937500e+01,1.588908195495605469e+01,1.546402263641357422e+01,1.422594070434570312e+01,1.067008018493652344e+01,1.047390747070312500e+01,1.061887550354003906e+01,1.177738475799560547e+01
8.667555809020996094e+00,1.019486713409423828e+01,1.016661262512207031e+01,1.128913879394531250e+01,1.651872444152832031e+01,1.426557350158691406e+01,1.481264591217041016e+01,1.586926746368408203e+01,1.673953437805175781e+01,1.372136688232421875e+01,1.452410984039306641e+01,1.510530567169189453e+01,1.057895374298095703e+01,1.007300472259521484e+01,1.071660327911376953e+01,1.153201961517333984e+01
